,date,country,traveler_type,review,rating,scrape_date,sentiment_score,categories
2124,2018-04-26,,,Great location but very noisy,60.0,2024-03-15 22:46:38.927906,0.5,"{'location': 1.0, 'noise': 0.0}"
2125,2018-04-21,,,Convenient but expensive,80.0,2024-03-15 22:46:38.927906,0.65,"{'Convenience': 0.8, 'Price': 0.5}"
2126,2018-04-19,,,"Nice place, quiet and comfortable.",80.0,2024-03-15 22:46:38.927906,0.85,"{'place': 0.85, 'quiet': 0.85, 'comfort': 0.85}"
2127,2018-04-16,,,Virginia,80.0,2024-03-15 22:46:38.927906,0.0,{}
2128,2018-04-02,,,Very Good Location,100.0,2024-03-15 22:46:38.927906,0.85,{'Location': 0.85}
2129,2018-03-21,,,a good room for a good price in that part of town,80.0,2024-03-15 22:46:38.927906,0.85,"{'room': 0.9, 'price': 0.8, 'location': 0.8}"
2130,2018-03-16,,,Convenient central reasonable price,80.0,2024-03-15 22:46:38.927906,0.85,"{'location': 0.9, 'price': 0.8}"
2131,2018-03-02,,,"Great location esp for transportation, clean and friendly staff. Room small but cozy. The drawback is the tiny sink in the toilet. Would recommend.",100.0,2024-03-15 22:46:38.927906,0.85,"{'location': 1.0, 'transportation': 1.0, 'cleanliness': 1.0, 'staff': 1.0, 'room': 0.7, 'toilet': 0.4}"
2132,2018-02-18,,,Convenient hotel for new arrivals in Geneva,100.0,2024-03-15 22:46:38.927906,0.85,"{'convenience': 0.9, 'location': 0.8}"
2133,2018-02-16,,,Good hotel but poor heating,60.0,2024-03-15 22:46:38.927906,0.45,"{'hotel': 0.7, 'heating': 0.2}"
2134,2018-02-09,,,The staff of the Astoria are extremely helpful and go out of their way to help their guests.  That was my experience when I had to get a document printed and another one scanned at midnight.  WiFi was reliable and I did not see the blue wheel rotating at any time indicating the bandwidth was more than adequate.,100.0,2024-03-15 22:46:38.927906,0.9,"{'Staff': 0.95, 'Document Services': 0.85, 'WiFi': 0.9}"
2135,2018-02-03,,,one night in Geneva,80.0,2024-03-15 22:46:38.927906,0.5,{'stay duration': 0.5}
2136,2018-01-29,,,Excellent Geneva base at a good price.,100.0,2024-03-15 22:46:38.927906,0.9,"{'Location': 0.9, 'Price': 0.9}"
2137,2018-01-28,,,Not bad choice,100.0,2024-03-15 22:46:38.927906,0.65,{'choice': 0.65}
2138,2018-01-04,,,All goid,100.0,2024-03-15 22:46:38.927906,0.8,{}
2139,2017-12-20,,,"wifi was interrupted all the time, i just had every 20 minutes to turn off the wifi then turn it on again

some of the receptionists were professional and friendly and some of them were very strict in their way of talking , specially on my checkout, he didn't give me any good sign on my way out of the hotel, I felt like he will be happy that I am leaving",80.0,2024-03-15 22:46:38.927906,0.35,"{'wifi': 0.15, 'staff': 0.55}"
2140,2017-12-14,,,Will book again,100.0,2024-03-15 22:46:38.927906,0.9,{'booking': 0.9}
2141,2017-12-10,,,Recommend this hotel,80.0,2024-03-15 22:46:38.927906,0.9,{'hotel': 0.9}
2142,2017-12-10,,,Close to train station,80.0,2024-03-15 22:46:38.927906,0.85,"{'location': 0.85, 'transportation': 0.85}"
2143,2017-11-29,,,Great location to central area. Parking $$$!!!,80.0,2024-03-15 22:46:38.927906,0.7,"{'location': 1.0, 'parking': 0.4}"
2144,2017-11-13,,,We had a fab weekend in geneva although it was a very expensive city..our hotel was small but lovely in a excellent location,100.0,2024-03-15 22:46:38.927906,0.85,"{'city': 0.7, 'hotel': 0.9, 'location': 1.0, 'cost': 0.3}"
2145,2017-10-31,,,Hotel staff were English speaking and friendly. Allowed for an early check in and friendly guidance to site seeing destinations.,60.0,2024-03-15 22:46:38.927906,0.85,"{'staff': 0.9, 'language': 0.8, 'check-in': 0.8, 'guidance': 0.9, 'site seeing': 0.8}"
2146,2017-10-31,,,We were happy because a bathtub was equipped.,80.0,2024-03-15 22:46:38.927906,0.85,"{'bathtub': 0.85, 'hotel facilities': 0.85}"
2147,2017-10-23,,,Enjoyed the Tram Adventure,80.0,2024-03-15 22:46:38.927906,0.85,{'Tram Adventure': 0.85}
2148,2017-10-17,,,Nice and close to the lake and center of the city,100.0,2024-03-15 22:46:38.927906,0.85,"{'location': 0.9, 'proximity to attractions': 0.8}"
2149,2017-10-02,,,Excellent location for business,80.0,2024-03-15 22:46:38.927906,0.9,"{'location': 0.9, 'business suitability': 0.9}"
2150,2017-09-22,,,"Great location, helpful staff",100.0,2024-03-15 22:46:38.927906,0.85,"{'location': 0.9, 'staff': 0.8}"
2152,2017-09-15,,,Great for accessing local transportation,80.0,2024-03-15 22:46:38.927906,0.85,"{'accessibility': 0.85, 'local transportation': 0.85}"
2153,2017-09-09,,,Practical and comfortable,100.0,2024-03-15 22:46:38.927906,0.85,"{'Practicality': 0.9, 'Comfort': 0.8}"
2155,2017-08-04,,,Alexandru,80.0,2024-03-15 22:46:38.927906,0.0,{}
2156,2017-07-30,,,"Good service! The room is huge, especially the bathroom.",80.0,2024-03-15 22:46:38.927906,0.85,"{'service': 0.9, 'room': 0.8, 'bathroom': 0.8}"
2157,2017-07-10,,,Jan,80.0,2024-03-15 22:46:38.927906,0.0,{}
2158,2017-07-09,,,Boutique hotel close to train station,80.0,2024-03-15 22:46:38.927906,0.85,"{'hotel type': 0.85, 'location': 0.85}"
2159,2017-07-02,,,Centrally located good hotel in Geneva,80.0,2024-03-15 22:46:38.927906,0.85,"{'location': 0.9, 'hotel quality': 0.8}"
2160,2017-06-27,,,Good location for business or vacation travel,80.0,2024-03-15 22:46:38.927906,0.85,"{'location': 0.85, 'business travel': 0.85, 'vacation travel': 0.85}"
2161,2017-06-25,,,nice hotel walking distance from many attractions,80.0,2024-03-15 22:46:38.927906,0.85,"{'hotel': 0.85, 'location': 0.9, 'attractions': 0.8}"
2163,2017-06-12,,,Excellent location and value,100.0,2024-03-15 22:46:38.927906,0.9,"{'location': 0.95, 'value': 0.85}"
2164,2017-05-27,,,Practical & enjoyable,100.0,2024-03-15 22:46:38.927906,0.85,"{'Practicality': 0.9, 'Enjoyment': 0.8}"
2165,2017-04-29,,,Best place to stay!,100.0,2024-03-15 22:46:38.927906,1.0,"{'place': 1.0, 'stay': 1.0}"
2166,2017-04-21,,,Mother daughter trip,80.0,2024-03-15 22:46:38.927906,0.85,"{'trip': 0.85, 'family': 0.85}"
2167,2017-04-03,,,Hotel was good. Service was good. Staff were friendly. It was handy having a restaurant right next door.,100.0,2024-03-15 22:46:38.927906,0.85,"{'Hotel': 0.8, 'Service': 0.8, 'Staff': 0.9, 'Restaurant': 0.9}"
2169,2017-03-27,,,Great Convenience and connectivity.,80.0,2024-03-15 22:46:38.927906,0.85,"{'convenience': 0.9, 'connectivity': 0.8}"
2173,2017-02-05,,,Convenient and Comfortable,80.0,2024-03-15 22:46:38.927906,0.9,"{'Convenience': 0.95, 'Comfort': 0.85}"
2174,2017-01-29,,,good value for money,60.0,2024-03-15 22:46:38.927906,0.85,{'value for money': 0.85}
2175,2017-01-19,,,Geneva Hotel,80.0,2024-03-15 22:46:38.927906,0.0,{}
2176,2016-12-13,,,"accesible, clean and central",100.0,2024-03-15 22:46:38.927906,0.9,"{'accessibility': 0.9, 'cleanliness': 0.9, 'location': 0.9}"
2177,2016-12-05,,,Good budget hotel very convenient for transport.,100.0,2024-03-15 22:46:38.927906,0.85,"{'budget': 0.8, 'convenience': 0.9, 'transport': 0.9}"
2178,2016-11-04,,,Easy!,100.0,2024-03-15 22:46:38.927906,1.0,{}
2180,2016-10-16,,,good budget hotel with easy access to train st,60.0,2024-03-15 22:46:38.927906,0.75,"{'budget': 0.7, 'accessibility': 0.8, 'location': 0.8}"
2181,2016-10-15,,,centrally located,80.0,2024-03-15 22:46:38.927906,0.85,{'location': 0.85}
2182,2016-10-01,,,Clean but basic hotel in good location,60.0,2024-03-15 22:46:38.927906,0.75,"{'Cleanliness': 1.0, 'Location': 0.8, 'Facilities': 0.5}"
2183,2016-09-28,,,Clean and calm,100.0,2024-03-15 22:46:38.927906,0.85,"{'Cleanliness': 0.9, 'Atmosphere': 0.8}"
2184,2016-09-27,,,"Location is good but I will no recommend this hotel to anyone, it to be updated.",60.0,2024-03-15 22:46:38.927906,0.35,"{'Location': 0.8, 'Hotel Recommendation': 0.1, 'Hotel Condition': 0.2}"
2186,2016-09-25,,,Very convenient and very comfortable hotel!,80.0,2024-03-15 22:46:38.927906,0.9,"{'convenience': 0.9, 'comfort': 0.9}"
2187,2016-09-21,,,"Convenient and clean hotel, paid what you get",60.0,2024-03-15 22:46:38.927906,0.85,"{'Convenience': 0.9, 'Cleanliness': 0.9, 'Value for money': 0.8}"
2188,2016-09-21,,,"Convenient, but otherwise abysmal experience",20.0,2024-03-15 22:46:38.927906,0.25,"{'Convenience': 0.8, 'Overall experience': 0.1}"
2189,2016-09-05,,,the personnel was nice but they did not good serv,40.0,2024-03-15 22:46:38.927906,0.45,"{'personnel': 0.75, 'service': 0.15}"
2190,2016-09-01,,,Claude,60.0,2024-03-15 22:46:38.927906,0.0,{}
2191,2016-08-28,,,Great stay in a beautiful city.,80.0,2024-03-15 22:46:38.927906,0.9,"{'stay': 0.9, 'city': 0.9}"
2192,2016-08-19,,,"Clean. Excellent location. Comfortable beds. Room smelled like old cigarettes though. Overall was great value for Geneva given the proximity to Gare Cornavin, the main traing station in Geneva.",80.0,2024-03-15 22:46:38.927906,0.75,"{'Cleanliness': 1.0, 'Location': 1.0, 'Comfort': 1.0, 'Room Smell': 0.2, 'Value': 1.0, 'Proximity to Transportation': 1.0}"
2193,2016-08-19,,,farzad,80.0,2024-03-15 22:46:38.927906,0.0,{}
2194,2016-08-16,,,Evie,60.0,2024-03-15 22:46:38.927906,0.0,{}
2195,2016-08-14,,,Location is great!,80.0,2024-03-15 22:46:38.927906,0.9,{'Location': 0.9}
2196,2016-08-10,,,Excellent hotel close to everything,100.0,2024-03-15 22:46:38.927906,0.9,"{'hotel': 0.9, 'location': 0.9}"
2197,2016-07-09,,,GREAT!!!!,100.0,2024-03-15 22:46:38.927906,1.0,{}
2198,2016-05-14,,,"Astoria, simple but convenient. Great little bar.",80.0,2024-03-15 22:46:38.927906,0.85,"{'hotel': 0.85, 'bar': 1.0}"
2199,2016-05-13,,,Central Location but not all the comforts of home.,60.0,2024-03-15 22:46:38.927906,0.45,"{'Location': 0.8, 'Comforts': 0.1}"
2200,2016-04-29,,,Good hotel for business or leasure.,80.0,2024-03-15 22:46:38.927906,0.85,"{'hotel': 0.85, 'business facilities': 0.85, 'leisure facilities': 0.85}"
2202,2016-04-17,,,"The hotel was nice, clean, and the staff were very nice and helpful, though the wifi was a bit weak, i hipe theere will be mire variety of breakfast and tv channels. Best of luck for the hotel.",80.0,2024-03-15 22:46:38.927906,0.75,"{'hotel': 0.85, 'cleanliness': 0.9, 'staff': 0.9, 'wifi': 0.5, 'breakfast': 0.6, 'TV channels': 0.6}"
2203,2016-04-16,,,One star hotel for 5 star price,20.0,2024-03-15 22:46:38.927906,0.15,"{'hotel quality': 0.1, 'price': 0.2}"
2204,2016-04-11,,,Good stay,80.0,2024-03-15 22:46:38.927906,0.8,{'stay': 0.8}
2206,2016-02-24,,,"Great location, value for money and good breakfast",80.0,2024-03-15 22:46:38.927906,0.85,"{'location': 0.9, 'value for money': 0.8, 'breakfast': 0.8}"
2208,2016-02-09,,,enjoy astoria,80.0,2024-03-15 22:46:38.927906,0.85,{'Astoria': 0.85}
2209,2016-02-01,,,I have stayed in a lot of hotels around Cornavin in Geneva and this one was probably the best. Great price and very nice breakfast too.,80.0,2024-03-15 22:46:38.927906,0.85,"{'location': 0.8, 'price': 0.9, 'breakfast': 0.9}"
2210,2015-12-20,,,nice,60.0,2024-03-15 22:46:38.927906,0.85,{'General': 0.85}
2211,2015-12-11,,,"Convenient, spacious and friendly",80.0,2024-03-15 22:46:38.927906,0.85,"{'convenience': 0.9, 'space': 0.8, 'staff friendliness': 0.9}"
2212,2015-12-10,,,"The rooms are very small, and not too quiet",60.0,2024-03-15 22:46:38.927906,0.25,"{'rooms': 0.2, 'quietness': 0.3}"
2213,2015-12-08,,,Gloria,100.0,2024-03-15 22:46:38.927906,0.0,{}
2214,2015-12-03,,,"Old hotel, needs to be modernised, mishap at check",40.0,2024-03-15 22:46:38.927906,0.25,"{'Hotel Age': 0.2, 'Modernisation': 0.1, 'Check-in Process': 0.4}"
2215,2015-11-19,,,"Nice hotel close to Geneva station (Tarin, Bus)",80.0,2024-03-15 22:46:38.927906,0.85,"{'hotel': 0.85, 'location': 0.9, 'transportation': 0.8}"
2216,2015-11-09,,,Great to stay,100.0,2024-03-15 22:46:38.927906,0.85,{'stay': 0.85}
2217,2015-11-04,,,Hotel ok,60.0,2024-03-15 22:46:38.927906,0.5,{'Hotel': 0.5}
2218,2015-11-03,,,Geneva center,100.0,2024-03-15 22:46:38.927906,0.7,{'Location': 0.7}
2219,2015-10-28,,,Great location - excellent value for money,100.0,2024-03-15 22:46:38.927906,0.9,"{'location': 0.95, 'value for money': 0.85}"
2220,2015-10-19,,,Nice for a weekend stay,80.0,2024-03-15 22:46:38.927906,0.85,"{'stay': 0.85, 'weekend': 0.85}"
2221,2015-10-03,,,reasonable hotel in Geneva. Great location!,80.0,2024-03-15 22:46:38.927906,0.85,"{'hotel': 0.75, 'location': 1.0}"
2222,2015-09-20,,,Geneva is crazy expensive,80.0,2024-03-15 22:46:38.927906,0.2,"{'Location': 0.2, 'Price': 0.1}"
2223,2015-09-17,,,Allen,100.0,2024-03-15 22:46:38.927906,0.0,{}
2224,2015-09-14,,,Tiberiu,80.0,2024-03-15 22:46:38.927906,0.0,{}
2226,2015-09-01,,,Good hotel for 3 star.,80.0,2024-03-15 22:46:38.927906,0.75,"{'hotel': 0.75, 'star rating': 0.75}"
2227,2015-08-11,,,"We stay one night here, arrived by train in the afternoon and left by airplane in the early morning.",100.0,2024-03-15 22:46:38.927906,0.7,"{'stay': 0.7, 'transportation': 0.7}"
2228,2015-07-21,,,Great stay in Geneva,100.0,2024-03-15 22:46:38.927906,0.9,"{'stay': 0.9, 'Geneva': 0.9}"
2229,2015-07-20,,,Great Hotel in central Geneva at a reasonable rate,80.0,2024-03-15 22:46:38.927906,0.85,"{'Hotel': 0.9, 'Location': 0.8, 'Price': 0.7}"
2230,2015-07-19,,,Lower cost hotel across street from train station,100.0,2024-03-15 22:46:38.927906,0.7,"{'cost': 0.8, 'location': 0.75, 'transportation': 0.7}"
2231,2015-07-13,,,stop one night in the center of Geneva,80.0,2024-03-15 22:46:38.927906,0.7,"{'stay duration': 0.7, 'location': 1.0}"
2232,2015-07-13,,,"Good deal, but skip the breakfast!",80.0,2024-03-15 22:46:38.927906,0.5,"{'deal': 0.8, 'breakfast': 0.2}"
2233,2015-07-11,,,clean and comfortable,100.0,2024-03-15 22:46:38.927906,0.85,"{'cleanliness': 0.9, 'comfort': 0.8}"
2234,2015-07-10,,,"Stay at Astoria, Geneva",100.0,2024-03-15 22:46:38.927906,0.8,"{'Astoria': 0.8, 'Geneva': 0.8}"
2235,2015-06-29,,,Front Desk staff and bartender were very friendly.,60.0,2024-03-15 22:46:38.927906,0.85,"{'Front Desk staff': 0.85, 'bartender': 0.85}"
2236,2015-06-17,,,Richard,60.0,2024-03-15 22:46:38.927906,0.0,{}
2237,2015-06-10,,,Nice and Great location but a monks cell,80.0,2024-03-15 22:46:38.927906,0.65,"{'Location': 0.9, 'Room': 0.4}"
2238,2015-05-19,,,Swiss quality and comfort at a reasonable price,100.0,2024-03-15 22:46:38.927906,0.85,"{'Swiss quality': 0.9, 'comfort': 0.85, 'price': 0.75}"
2239,2015-05-11,,,decent,80.0,2024-03-15 22:46:38.927906,0.65,{}
2240,2015-05-08,,,"A simple, clean hotel close to the station",60.0,2024-03-15 22:46:38.927906,0.85,"{'hotel': 0.85, 'cleanliness': 0.9, 'location': 0.8}"
2241,2015-05-06,,,Hotel Astoria (Geneva) Nice hotel and good service,80.0,2024-03-15 22:46:38.927906,0.85,"{'hotel': 0.85, 'service': 0.85}"
2243,2015-03-17,,,Perfect Getaway to Geneva,100.0,2024-03-15 22:46:38.927906,1.0,"{'Getaway': 1.0, 'Geneva': 1.0}"
2244,2015-03-15,,,Good hotel,80.0,2024-03-15 22:46:38.927906,0.8,{'hotel': 0.8}
2245,2015-03-09,,,"One night in the Astoria, Geneva, on business.",80.0,2024-03-15 22:46:38.927906,0.7,"{'stay': 0.7, 'business trip': 0.7, 'Astoria hotel': 0.7, 'Geneva': 0.7}"
2246,2015-03-03,,,Nice hotel at train station,80.0,2024-03-15 22:46:38.927906,0.85,"{'hotel': 0.85, 'location': 0.85}"
2248,2015-02-27,,,Passing through Geneva,80.0,2024-03-15 22:46:38.927906,0.0,{}
2249,2024-02-22,,,Tatsuya,80.0,2024-03-15 22:46:38.927906,0.0,{}
2250,2024-02-17,,,Daisuke,100.0,2024-03-15 22:46:38.927906,0.0,{}
2251,2024-02-10,,,Jean marc,100.0,2024-03-15 22:46:38.927906,0.0,{}
2252,2024-02-04,,,MARC,80.0,2024-03-15 22:46:38.927906,0.0,{}
2253,2024-01-07,,,/,80.0,2024-03-15 22:46:38.927906,0.0,{}
2254,2024-01-06,,,NOBUHIKO,80.0,2024-03-15 22:46:38.927906,0.0,{}
2257,2023-05-13,,,MATTHIEU,80.0,2024-03-15 22:46:38.927906,0.0,{}
2258,2022-12-09,,,Osamu,100.0,2024-03-15 22:46:38.927906,0.0,{}
2259,2022-11-23,,,kai,100.0,2024-03-15 22:46:38.927906,0.0,{}
2260,2022-11-13,,,Tapas,20.0,2024-03-15 22:46:38.927906,0.0,{}
2261,2022-09-24,,,Daniel,100.0,2024-03-15 22:46:38.927906,0.0,{}
2262,2022-08-16,,,Maria Antonia,80.0,2024-03-15 22:46:38.927906,0.0,{}
2263,2022-07-27,,,Tristan,100.0,2024-03-15 22:46:38.927906,0.0,{}
2264,2022-06-12,,,FOUAD,100.0,2024-03-15 22:46:38.927906,0.0,{}
2267,2022-04-11,,,Manuel,80.0,2024-03-15 22:46:38.927906,0.0,{}
2274,2022-01-07,,Traveled with group,Andreas,100.0,2024-03-15 22:46:38.927906,0.0,{}
2275,2021-11-11,,,maurizio,100.0,2024-03-15 22:46:38.927906,0.0,{}
2276,2021-11-01,,,Taina,80.0,2024-03-15 22:46:38.927906,0.0,{}
2277,2021-09-14,,,Jacqueline,80.0,2024-03-15 22:46:38.927906,0.0,{}
2279,2021-08-11,,,Birk,100.0,2024-03-15 22:46:38.927906,0.0,{}
2283,2020-07-31,,,ANDREAS,80.0,2024-03-15 22:46:38.927906,0.0,{}
2284,2020-07-06,,,Boirie Ernesto,40.0,2024-03-15 22:46:38.927906,0.0,{}
2285,2020-02-29,,,wei,100.0,2024-03-15 22:46:38.927906,0.0,{}
2287,2020-01-27,,,Vivette,100.0,2024-03-15 22:46:38.927906,0.0,{}
2288,2020-01-23,,,Xiomara,100.0,2024-03-15 22:46:38.927906,0.0,{}
2290,2020-01-04,,,michel,80.0,2024-03-15 22:46:38.927906,0.0,{}
2291,2019-12-27,,,Luc Charles,80.0,2024-03-15 22:46:38.927906,0.0,{}
2292,2019-12-26,,Traveled with group,Corinne,100.0,2024-03-15 22:46:38.927906,0.0,{}
2293,2019-12-25,,,MI JA,100.0,2024-03-15 22:46:38.927906,0.0,{}
2294,2019-12-07,,,Dabs Monika,100.0,2024-03-15 22:46:38.927906,0.0,{}
2299,2019-11-11,,,HICHAM,100.0,2024-03-15 22:46:38.927906,0.0,{}
2300,2019-11-10,,,Simon,80.0,2024-03-15 22:46:38.927906,0.0,{}
2301,2019-10-31,,,Giovanni Francesco,60.0,2024-03-15 22:46:38.927906,0.0,{}
2303,2019-10-28,,,YUTA,80.0,2024-03-15 22:46:38.927906,0.0,{}
2304,2019-10-25,,,Maria Grazia,100.0,2024-03-15 22:46:38.927906,0.0,{}
2305,2019-10-04,,,Irina,100.0,2024-03-15 22:46:38.927906,0.0,{}
2307,2019-09-13,,,Ronaldo,80.0,2024-03-15 22:46:38.927906,0.0,{}
2308,2019-09-13,,,SEONMAN,80.0,2024-03-15 22:46:38.927906,0.0,{}
2313,2019-08-11,,,Silvanna,80.0,2024-03-15 22:46:38.927906,0.0,{}
2315,2019-08-01,,,"午前中にチェックインできて、助かりました。
朝食はお粗末でした。",60.0,2024-03-15 22:46:38.927906,0.45,"{'Check-in': 0.8, 'Breakfast': 0.1}"
2316,2019-07-31,,,선희,100.0,2024-03-15 22:46:38.927906,0.0,{}
2317,2019-07-30,,,Jan Roar,80.0,2024-03-15 22:46:38.927906,0.0,{}
2318,2019-07-23,,,Thierry,100.0,2024-03-15 22:46:38.927906,0.0,{}
2319,2019-07-12,,,Elisabeth,60.0,2024-03-15 22:46:38.927906,0.0,{}
2320,2019-06-28,,,robert michel,100.0,2024-03-15 22:46:38.927906,0.0,{}
2322,2019-06-27,,,Rosa,80.0,2024-03-15 22:46:38.927906,0.0,{}
2323,2019-06-26,,,Emilie,80.0,2024-03-15 22:46:38.927906,0.0,{}
2324,2019-06-25,,,Harry,80.0,2024-03-15 22:46:38.927906,0.0,{}
2327,2019-05-12,,,Manuela,60.0,2024-03-15 22:46:38.927906,0.0,{}
2330,2019-03-03,,,Arthur,60.0,2024-03-15 22:46:38.927906,0.0,{}
2333,2019-01-12,,,Average,60.0,2024-03-15 22:46:38.927906,0.5,{}
2335,2019-01-05,,,Florian,100.0,2024-03-15 22:46:38.927906,0.0,{}
2336,2018-12-27,,,takeshi,100.0,2024-03-15 22:46:38.927906,0.0,{}
2337,2018-12-27,,,HEEDOO,80.0,2024-03-15 22:46:38.927906,0.0,{}
2339,2018-11-29,,,KLAUS,80.0,2024-03-15 22:46:38.927906,0.0,{}
2344,2018-08-11,,,ERIC,80.0,2024-03-15 22:46:38.927906,0.0,{}
2347,2018-05-21,,,Rita,80.0,2024-03-15 22:46:38.927906,0.0,{}
2348,2018-05-01,,,Knut,80.0,2024-03-15 22:46:38.927906,0.0,{}
2350,2018-02-17,,,Geir Jonny,80.0,2024-03-15 22:46:38.927906,0.0,{}
2351,2017-12-25,,,Anthany,100.0,2024-03-15 22:46:38.927906,0.0,{}
2353,2017-12-11,,,MIRIAM,80.0,2024-03-15 22:46:38.927906,0.0,{}
2354,2017-11-06,,,Olivier,80.0,2024-03-15 22:46:38.927906,0.0,{}
2360,2017-07-17,,,EDMUNDO,80.0,2024-03-15 22:46:38.927906,0.0,{}
2363,2017-04-14,,,Joari,80.0,2024-03-15 22:46:38.927906,0.0,{}
2365,2017-01-14,,,ALBAN,80.0,2024-03-15 22:46:38.927906,0.0,{}
2366,2017-01-05,,,朝食が無料提供されて有難い,60.0,2024-03-15 22:46:38.927906,0.85,"{'breakfast': 0.85, 'free services': 0.85}"
2367,2017-01-02,,,malika,80.0,2024-03-15 22:46:38.927906,0.0,{}
2372,2016-10-31,,,좋은 위치,60.0,2024-03-15 22:46:38.927906,0.85,{'location': 0.85}
2381,2016-06-29,,,Rui,80.0,2024-03-15 22:46:38.927906,0.0,{}
2384,2016-06-09,,,KENSUKE,80.0,2024-03-15 22:46:38.927906,0.0,{}
2386,2016-05-18,,,Ferdy,100.0,2024-03-15 22:46:38.927906,0.0,{}
2390,2016-03-17,,,YASUSHI,80.0,2024-03-15 22:46:38.927906,0.0,{}
2391,2016-03-10,,,Elodie,80.0,2024-03-15 22:46:38.927906,0.0,{}
2394,2016-01-27,,,딱 3성급. 제네바역 코앞이라는 위치에만 가치를 두시면 괜찮음.,60.0,2024-03-15 22:46:38.927906,0.45,"{'location': 0.8, 'hotel quality': 0.3}"
2396,2015-10-29,,,Accettabile,60.0,2024-03-15 22:46:38.927906,0.0,{}
2398,2015-09-01,,,駅近,60.0,2024-03-15 22:46:38.927906,0.8,{'proximity to station': 0.8}
2399,2015-08-18,,,Massoud,100.0,2024-03-15 22:46:38.927906,0.0,{}
2401,2015-07-29,,,Very good location. Hotel provid free wifi and free breakfast. Although there is no parking in Hotel but hotel gave us a free transportation card (Geneva Government gave each tourism )which I can get 40% off from the normal parking fees in the public car park near by.,60.0,2024-03-15 22:46:38.927906,0.85,"{'location': 1.0, 'wifi': 1.0, 'breakfast': 1.0, 'parking': 0.6, 'transportation card': 1.0}"
2402,2015-07-20,,,Yasuyuki,60.0,2024-03-15 22:46:38.927906,0.0,{}
2403,2015-05-13,,,adnan,60.0,2024-03-15 22:46:38.927906,0.0,{}
2405,2015-04-10,,,Fatima-Azzahra,100.0,2024-03-15 22:46:38.927906,0.0,{}
2409,15-02-2024,,Vacation,"L'emplacement de cet hôtel est stratégique, situé au centre de Genève et à 5 minutes de la gare ferroviaire. Il est également proche des moyens de transport urbain et des grands commerces. Nous avons été impressionnés par l'hospitalité et le professionnalisme très correct de l'équipe hôtelière. Le réceptionniste a eu l'amabilité de changer le type de chambre malgré une erreur de réservation de l'agence touristique avec laquelle on a réservé. Enfin, la chambre est spacieuse et d'une hygiène irréprochable.Merci pour ce séjour inoubliable et à très bientôt.(Translated by Google)The location of this hotel is strategic, located in the center of Geneva and 5 minutes from the train station. It is also close to urban transport and major shops. We were impressed by the hospitality and very professionalism of the hotel team. The receptionist was kind enough to change the type of room despite a booking error from the tourist agency with which we booked. Finally, the room is spacious and of impeccable hygiene.Thank you for this unforgettable stay and see you soon.
 Rooms 5.0 Service 5.0 Location 5.0",50.0,2024-03-15 22:46:38.927787,0.95,"{'Location': 1.0, 'Service': 1.0, 'Rooms': 1.0, 'Hospitality': 1.0, 'Cleanliness': 1.0, 'Booking process': 0.8}"
2410,15-02-2024,,Vacation,I am really pleased that I chose to stay at The Astoria for my one night in Geneva. It is literally across the road from Cornavin train station where you can also catch trains and buses.  …,40.0,2024-03-15 22:46:38.927787,0.85,"{'Location': 0.9, 'Transportation': 0.8, 'Hotel': 0.9}"
2411,15-02-2024,,Vacation,"Its a very suitable hotel for solo travelers for a 1-2 night stay in my opinion. The hotel is located very well and it is clean. It is quite simple but has everything you need. The staff are very helpful and kind.
 Rooms 3.0 Service 5.0 Location 4.0",40.0,2024-03-15 22:46:38.927787,0.85,"{'hotel suitability': 0.85, 'length of stay': 0.75, 'location': 0.8, 'cleanliness': 0.9, 'amenities': 0.7, 'staff': 0.95, 'rooms': 0.6, 'service': 1.0}"
2412,15-02-2024,,Vacation,"We were going to Valais but when we landed early morning, my wife was feeling unwell. We went into town and I went to the Astoria to see if they had vacancy. …",50.0,2024-03-15 22:46:38.927787,0.0,{}
2413,15-10-2023,,Vacation,"The room is decorated in traditional French style and is very clean and tidy. According to the travel book, the restaurant downstairs is a Michelin-listed restaurant. It was very full and the production was very good. Colmar train station is some distance from the city. This is opposite the station and is the preferred hotel.",41.0,2024-03-15 22:46:38.927787,0.85,"{'room': 0.9, 'cleanliness': 0.9, 'restaurant': 0.8, 'food': 0.8, 'location': 0.7, 'train station': 0.7}"
2414,4 days ago on  Google,,Vacation,"Brilliant hotel. Perfect location, really welcoming staff.  Wouldn't stay anywhere else in Geneva.
 Rooms 5.0 Service 5.0 Location 5.0",50.0,2024-03-15 22:46:38.927787,0.95,"{'hotel': 0.95, 'location': 1.0, 'staff': 0.95, 'rooms': 1.0, 'service': 1.0}"
2415,15-10-2023,,Vacation,"Hôtel à côté de la gare de Cornavin, facile à trouver et facile d'accès. Le personnel est gentil et c'est très propre. L'insonorisation entre les chambres pourrait être mieux. À part  ça, c'est super. Une carte de transport gratuite en faisant la réservation du séjour.(Translated by Google)Hotel next to Cornavin station, easy to find and easy to access. The staff is nice and it's very clean. Soundproofing between rooms could be better. Other than that, it's great. A free transport card when booking the stay.
 Rooms 4.0 Service 5.0 Location 5.0",50.0,2024-03-15 22:46:38.927787,0.85,"{'Rooms': 0.8, 'Service': 1.0, 'Location': 1.0, 'Cleanliness': 1.0, 'Soundproofing': 0.5, 'Transport': 1.0}"
